"Permission","Method","Endpoint","ApiVersion"
"groups.site","DELETE","/groups/{group-id}/sites/{site-id}/pages/{baseSitePage-id}/graph.sitePage/canvasLayout/horizontalSections/{horizontalSection-id}","beta"
"groups.site","DELETE","/groups/{group-id}/sites/{site-id}/pages/{baseSitePage-id}/graph.sitePage/canvasLayout/horizontalSections/{horizontalSection-id}","v1.0"
"groups.site","DELETE","/groups/{group-id}/sites/{site-id}/pages/{baseSitePage-id}/graph.sitePage/canvasLayout/horizontalSections/{horizontalSection-id}/columns/{horizontalSectionColumn-id}","beta"
"groups.site","DELETE","/groups/{group-id}/sites/{site-id}/pages/{baseSitePage-id}/graph.sitePage/canvasLayout/horizontalSections/{horizontalSection-id}/columns/{horizontalSectionColumn-id}","v1.0"
"groups.site","DELETE","/groups/{group-id}/sites/{site-id}/pages/{baseSitePage-id}/graph.sitePage/canvasLayout/horizontalSections/{horizontalSection-id}/columns/{horizontalSectionColumn-id}/webparts/{webPart-id}","beta"
"groups.site","DELETE","/groups/{group-id}/sites/{site-id}/pages/{baseSitePage-id}/graph.sitePage/canvasLayout/horizontalSections/{horizontalSection-id}/columns/{horizontalSectionColumn-id}/webparts/{webPart-id}","v1.0"
"groups.site","DELETE","/groups/{group-id}/sites/{site-id}/pages/{baseSitePage-id}/graph.sitePage/canvasLayout/verticalSection","beta"
"groups.site","DELETE","/groups/{group-id}/sites/{site-id}/pages/{baseSitePage-id}/graph.sitePage/canvasLayout/verticalSection","v1.0"
"groups.site","DELETE","/groups/{group-id}/sites/{site-id}/pages/{baseSitePage-id}/graph.sitePage/canvasLayout/verticalSection/webparts/{webPart-id}","beta"
"groups.site","DELETE","/groups/{group-id}/sites/{site-id}/pages/{baseSitePage-id}/graph.sitePage/canvasLayout/verticalSection/webparts/{webPart-id}","v1.0"
"groups.site","DELETE","/groups/{group-id}/sites/{site-id}/pages/{baseSitePage-id}/graph.sitePage/webParts/{webPart-id}","beta"
"groups.site","DELETE","/groups/{group-id}/sites/{site-id}/pages/{baseSitePage-id}/graph.sitePage/webParts/{webPart-id}","v1.0"
"groups.site","DELETE","/groups/{group-id}/sites/{site-id}/pageTemplates/{pageTemplate-id}","beta"
"groups.site","DELETE","/groups/{group-id}/sites/{site-id}/pageTemplates/{pageTemplate-id}/canvasLayout","beta"
"groups.site","DELETE","/groups/{group-id}/sites/{site-id}/pageTemplates/{pageTemplate-id}/canvasLayout/horizontalSections/{horizontalSection-id}","beta"
"groups.site","DELETE","/groups/{group-id}/sites/{site-id}/pageTemplates/{pageTemplate-id}/canvasLayout/horizontalSections/{horizontalSection-id}/columns/{horizontalSectionColumn-id}","beta"
"groups.site","DELETE","/groups/{group-id}/sites/{site-id}/pageTemplates/{pageTemplate-id}/canvasLayout/horizontalSections/{horizontalSection-id}/columns/{horizontalSectionColumn-id}/webparts/{webPart-id}","beta"
"groups.site","DELETE","/groups/{group-id}/sites/{site-id}/pageTemplates/{pageTemplate-id}/canvasLayout/verticalSection","beta"
"groups.site","DELETE","/groups/{group-id}/sites/{site-id}/pageTemplates/{pageTemplate-id}/canvasLayout/verticalSection/webparts/{webPart-id}","beta"
"groups.site","DELETE","/groups/{group-id}/sites/{site-id}/pageTemplates/{pageTemplate-id}/webParts/{webPart-id}","beta"
"groups.site","DELETE","/groups/{group-id}/sites/{site-id}/permissions/{permission-id}","beta"
"groups.site","DELETE","/groups/{group-id}/sites/{site-id}/permissions/{permission-id}","v1.0"
"groups.site","DELETE","/groups/{group-id}/sites/{site-id}/recycleBin","beta"
"groups.site","DELETE","/groups/{group-id}/sites/{site-id}/recycleBin/items","beta"
"groups.site","DELETE","/groups/{group-id}/sites/{site-id}/termStore","beta"
"groups.site","DELETE","/groups/{group-id}/sites/{site-id}/termStore","v1.0"
"groups.site","DELETE","/groups/{group-id}/sites/{site-id}/termStore/groups/{group-id1}","beta"
"groups.site","DELETE","/groups/{group-id}/sites/{site-id}/termStore/groups/{group-id1}","v1.0"
"groups.site","DELETE","/groups/{group-id}/sites/{site-id}/termStore/groups/{group-id1}/sets/{set-id}","beta"
"groups.site","DELETE","/groups/{group-id}/sites/{site-id}/termStore/groups/{group-id1}/sets/{set-id}","v1.0"
"groups.site","DELETE","/groups/{group-id}/sites/{site-id}/termStore/groups/{group-id1}/sets/{set-id}/children/{term-id}","beta"
"groups.site","DELETE","/groups/{group-id}/sites/{site-id}/termStore/groups/{group-id1}/sets/{set-id}/children/{term-id}","v1.0"
"groups.site","DELETE","/groups/{group-id}/sites/{site-id}/termStore/groups/{group-id1}/sets/{set-id}/children/{term-id}/children/{term-id1}","beta"
"groups.site","DELETE","/groups/{group-id}/sites/{site-id}/termStore/groups/{group-id1}/sets/{set-id}/children/{term-id}/children/{term-id1}","v1.0"
"groups.site","DELETE","/groups/{group-id}/sites/{site-id}/termStore/groups/{group-id1}/sets/{set-id}/children/{term-id}/children/{term-id1}/relations/{relation-id}","beta"
"groups.site","DELETE","/groups/{group-id}/sites/{site-id}/termStore/groups/{group-id1}/sets/{set-id}/children/{term-id}/children/{term-id1}/relations/{relation-id}","v1.0"
"groups.site","DELETE","/groups/{group-id}/sites/{site-id}/termStore/groups/{group-id1}/sets/{set-id}/children/{term-id}/relations/{relation-id}","beta"
"groups.site","DELETE","/groups/{group-id}/sites/{site-id}/termStore/groups/{group-id1}/sets/{set-id}/children/{term-id}/relations/{relation-id}","v1.0"
"groups.site","DELETE","/groups/{group-id}/sites/{site-id}/termStore/groups/{group-id1}/sets/{set-id}/parentGroup","beta"
"groups.site","DELETE","/groups/{group-id}/sites/{site-id}/termStore/groups/{group-id1}/sets/{set-id}/parentGroup","v1.0"
"groups.site","DELETE","/groups/{group-id}/sites/{site-id}/termStore/groups/{group-id1}/sets/{set-id}/relations/{relation-id}","beta"
"groups.site","DELETE","/groups/{group-id}/sites/{site-id}/termStore/groups/{group-id1}/sets/{set-id}/relations/{relation-id}","v1.0"
"groups.site","DELETE","/groups/{group-id}/sites/{site-id}/termStore/groups/{group-id1}/sets/{set-id}/terms/{term-id}","beta"
"groups.site","DELETE","/groups/{group-id}/sites/{site-id}/termStore/groups/{group-id1}/sets/{set-id}/terms/{term-id}","v1.0"
"groups.site","DELETE","/groups/{group-id}/sites/{site-id}/termStore/groups/{group-id1}/sets/{set-id}/terms/{term-id}/children/{term-id1}","beta"
"groups.site","DELETE","/groups/{group-id}/sites/{site-id}/termStore/groups/{group-id1}/sets/{set-id}/terms/{term-id}/children/{term-id1}","v1.0"
"groups.site","DELETE","/groups/{group-id}/sites/{site-id}/termStore/groups/{group-id1}/sets/{set-id}/terms/{term-id}/children/{term-id1}/relations/{relation-id}","beta"
"groups.site","DELETE","/groups/{group-id}/sites/{site-id}/termStore/groups/{group-id1}/sets/{set-id}/terms/{term-id}/children/{term-id1}/relations/{relation-id}","v1.0"
"groups.site","DELETE","/groups/{group-id}/sites/{site-id}/termStore/groups/{group-id1}/sets/{set-id}/terms/{term-id}/relations/{relation-id}","beta"
"groups.site","DELETE","/groups/{group-id}/sites/{site-id}/termStore/groups/{group-id1}/sets/{set-id}/terms/{term-id}/relations/{relation-id}","v1.0"
"groups.site","DELETE","/groups/{group-id}/sites/{site-id}/termStore/sets/{set-id}","beta"
"groups.site","DELETE","/groups/{group-id}/sites/{site-id}/termStore/sets/{set-id}","v1.0"
"groups.site","DELETE","/groups/{group-id}/sites/{site-id}/termStore/sets/{set-id}/children/{term-id}","beta"
"groups.site","DELETE","/groups/{group-id}/sites/{site-id}/termStore/sets/{set-id}/children/{term-id}","v1.0"
"groups.site","DELETE","/groups/{group-id}/sites/{site-id}/termStore/sets/{set-id}/children/{term-id}/children/{term-id1}","beta"
"groups.site","DELETE","/groups/{group-id}/sites/{site-id}/termStore/sets/{set-id}/children/{term-id}/children/{term-id1}","v1.0"
"groups.site","DELETE","/groups/{group-id}/sites/{site-id}/termStore/sets/{set-id}/children/{term-id}/children/{term-id1}/relations/{relation-id}","beta"
"groups.site","DELETE","/groups/{group-id}/sites/{site-id}/termStore/sets/{set-id}/children/{term-id}/children/{term-id1}/relations/{relation-id}","v1.0"
"groups.site","DELETE","/groups/{group-id}/sites/{site-id}/termStore/sets/{set-id}/children/{term-id}/relations/{relation-id}","beta"
"groups.site","DELETE","/groups/{group-id}/sites/{site-id}/termStore/sets/{set-id}/children/{term-id}/relations/{relation-id}","v1.0"
"groups.site","DELETE","/groups/{group-id}/sites/{site-id}/termStore/sets/{set-id}/parentGroup","beta"
"groups.site","DELETE","/groups/{group-id}/sites/{site-id}/termStore/sets/{set-id}/parentGroup","v1.0"
"groups.site","DELETE","/groups/{group-id}/sites/{site-id}/termStore/sets/{set-id}/parentGroup/sets/{set-id1}","beta"
"groups.site","DELETE","/groups/{group-id}/sites/{site-id}/termStore/sets/{set-id}/parentGroup/sets/{set-id1}","v1.0"
"groups.site","DELETE","/groups/{group-id}/sites/{site-id}/termStore/sets/{set-id}/parentGroup/sets/{set-id1}/children/{term-id}","beta"
"groups.site","DELETE","/groups/{group-id}/sites/{site-id}/termStore/sets/{set-id}/parentGroup/sets/{set-id1}/children/{term-id}","v1.0"
"groups.site","DELETE","/groups/{group-id}/sites/{site-id}/termStore/sets/{set-id}/parentGroup/sets/{set-id1}/children/{term-id}/children/{term-id1}","beta"
"groups.site","DELETE","/groups/{group-id}/sites/{site-id}/termStore/sets/{set-id}/parentGroup/sets/{set-id1}/children/{term-id}/children/{term-id1}","v1.0"
"groups.site","DELETE","/groups/{group-id}/sites/{site-id}/termStore/sets/{set-id}/parentGroup/sets/{set-id1}/children/{term-id}/children/{term-id1}/relations/{relation-id}","beta"
"groups.site","DELETE","/groups/{group-id}/sites/{site-id}/termStore/sets/{set-id}/parentGroup/sets/{set-id1}/children/{term-id}/children/{term-id1}/relations/{relation-id}","v1.0"
"groups.site","DELETE","/groups/{group-id}/sites/{site-id}/termStore/sets/{set-id}/parentGroup/sets/{set-id1}/children/{term-id}/relations/{relation-id}","beta"
"groups.site","DELETE","/groups/{group-id}/sites/{site-id}/termStore/sets/{set-id}/parentGroup/sets/{set-id1}/children/{term-id}/relations/{relation-id}","v1.0"
"groups.site","DELETE","/groups/{group-id}/sites/{site-id}/termStore/sets/{set-id}/parentGroup/sets/{set-id1}/relations/{relation-id}","beta"
"groups.site","DELETE","/groups/{group-id}/sites/{site-id}/termStore/sets/{set-id}/parentGroup/sets/{set-id1}/relations/{relation-id}","v1.0"
"groups.site","DELETE","/groups/{group-id}/sites/{site-id}/termStore/sets/{set-id}/parentGroup/sets/{set-id1}/terms/{term-id}","beta"
"groups.site","DELETE","/groups/{group-id}/sites/{site-id}/termStore/sets/{set-id}/parentGroup/sets/{set-id1}/terms/{term-id}","v1.0"
"groups.site","DELETE","/groups/{group-id}/sites/{site-id}/termStore/sets/{set-id}/parentGroup/sets/{set-id1}/terms/{term-id}/children/{term-id1}","beta"
"groups.site","DELETE","/groups/{group-id}/sites/{site-id}/termStore/sets/{set-id}/parentGroup/sets/{set-id1}/terms/{term-id}/children/{term-id1}","v1.0"
"groups.site","DELETE","/groups/{group-id}/sites/{site-id}/termStore/sets/{set-id}/parentGroup/sets/{set-id1}/terms/{term-id}/children/{term-id1}/relations/{relation-id}","beta"
"groups.site","DELETE","/groups/{group-id}/sites/{site-id}/termStore/sets/{set-id}/parentGroup/sets/{set-id1}/terms/{term-id}/children/{term-id1}/relations/{relation-id}","v1.0"
"groups.site","DELETE","/groups/{group-id}/sites/{site-id}/termStore/sets/{set-id}/parentGroup/sets/{set-id1}/terms/{term-id}/relations/{relation-id}","beta"
"groups.site","DELETE","/groups/{group-id}/sites/{site-id}/termStore/sets/{set-id}/parentGroup/sets/{set-id1}/terms/{term-id}/relations/{relation-id}","v1.0"
"groups.site","DELETE","/groups/{group-id}/sites/{site-id}/termStore/sets/{set-id}/relations/{relation-id}","beta"
"groups.site","DELETE","/groups/{group-id}/sites/{site-id}/termStore/sets/{set-id}/relations/{relation-id}","v1.0"
"groups.site","DELETE","/groups/{group-id}/sites/{site-id}/termStore/sets/{set-id}/terms/{term-id}","beta"
"groups.site","DELETE","/groups/{group-id}/sites/{site-id}/termStore/sets/{set-id}/terms/{term-id}","v1.0"
"groups.site","DELETE","/groups/{group-id}/sites/{site-id}/termStore/sets/{set-id}/terms/{term-id}/children/{term-id1}","beta"
"groups.site","DELETE","/groups/{group-id}/sites/{site-id}/termStore/sets/{set-id}/terms/{term-id}/children/{term-id1}","v1.0"
"groups.site","DELETE","/groups/{group-id}/sites/{site-id}/termStore/sets/{set-id}/terms/{term-id}/children/{term-id1}/relations/{relation-id}","beta"
"groups.site","DELETE","/groups/{group-id}/sites/{site-id}/termStore/sets/{set-id}/terms/{term-id}/children/{term-id1}/relations/{relation-id}","v1.0"
"groups.site","DELETE","/groups/{group-id}/sites/{site-id}/termStore/sets/{set-id}/terms/{term-id}/relations/{relation-id}","beta"
"groups.site","DELETE","/groups/{group-id}/sites/{site-id}/termStore/sets/{set-id}/terms/{term-id}/relations/{relation-id}","v1.0"
"groups.site","DELETE","/groups/{group-id}/sites/{site-id}/termStores/{store-id}","v1.0"
"groups.site","DELETE","/groups/{group-id}/sites/{site-id}/termStores/{store-id}/groups/{group-id1}","v1.0"
"groups.site","DELETE","/groups/{group-id}/sites/{site-id}/termStores/{store-id}/groups/{group-id1}/sets/{set-id}","v1.0"
"groups.site","DELETE","/groups/{group-id}/sites/{site-id}/termStores/{store-id}/groups/{group-id1}/sets/{set-id}/children/{term-id}","v1.0"
"groups.site","DELETE","/groups/{group-id}/sites/{site-id}/termStores/{store-id}/groups/{group-id1}/sets/{set-id}/children/{term-id}/children/{term-id1}","v1.0"
"groups.site","DELETE","/groups/{group-id}/sites/{site-id}/termStores/{store-id}/groups/{group-id1}/sets/{set-id}/children/{term-id}/children/{term-id1}/relations/{relation-id}","v1.0"
"groups.site","DELETE","/groups/{group-id}/sites/{site-id}/termStores/{store-id}/groups/{group-id1}/sets/{set-id}/children/{term-id}/relations/{relation-id}","v1.0"
"groups.site","DELETE","/groups/{group-id}/sites/{site-id}/termStores/{store-id}/groups/{group-id1}/sets/{set-id}/parentGroup","v1.0"
"groups.site","DELETE","/groups/{group-id}/sites/{site-id}/termStores/{store-id}/groups/{group-id1}/sets/{set-id}/relations/{relation-id}","v1.0"
"groups.site","DELETE","/groups/{group-id}/sites/{site-id}/termStores/{store-id}/groups/{group-id1}/sets/{set-id}/terms/{term-id}","v1.0"
"groups.site","DELETE","/groups/{group-id}/sites/{site-id}/termStores/{store-id}/groups/{group-id1}/sets/{set-id}/terms/{term-id}/children/{term-id1}","v1.0"
"groups.site","DELETE","/groups/{group-id}/sites/{site-id}/termStores/{store-id}/groups/{group-id1}/sets/{set-id}/terms/{term-id}/children/{term-id1}/relations/{relation-id}","v1.0"
"groups.site","DELETE","/groups/{group-id}/sites/{site-id}/termStores/{store-id}/groups/{group-id1}/sets/{set-id}/terms/{term-id}/relations/{relation-id}","v1.0"
"groups.site","DELETE","/groups/{group-id}/sites/{site-id}/termStores/{store-id}/sets/{set-id}","v1.0"
"groups.site","DELETE","/groups/{group-id}/sites/{site-id}/termStores/{store-id}/sets/{set-id}/children/{term-id}","v1.0"
"groups.site","DELETE","/groups/{group-id}/sites/{site-id}/termStores/{store-id}/sets/{set-id}/children/{term-id}/children/{term-id1}","v1.0"
"groups.site","DELETE","/groups/{group-id}/sites/{site-id}/termStores/{store-id}/sets/{set-id}/children/{term-id}/children/{term-id1}/relations/{relation-id}","v1.0"
"groups.site","DELETE","/groups/{group-id}/sites/{site-id}/termStores/{store-id}/sets/{set-id}/children/{term-id}/relations/{relation-id}","v1.0"
"groups.site","DELETE","/groups/{group-id}/sites/{site-id}/termStores/{store-id}/sets/{set-id}/parentGroup","v1.0"
"groups.site","DELETE","/groups/{group-id}/sites/{site-id}/termStores/{store-id}/sets/{set-id}/parentGroup/sets/{set-id1}","v1.0"
"groups.site","DELETE","/groups/{group-id}/sites/{site-id}/termStores/{store-id}/sets/{set-id}/parentGroup/sets/{set-id1}/children/{term-id}","v1.0"
"groups.site","DELETE","/groups/{group-id}/sites/{site-id}/termStores/{store-id}/sets/{set-id}/parentGroup/sets/{set-id1}/children/{term-id}/children/{term-id1}","v1.0"
"groups.site","DELETE","/groups/{group-id}/sites/{site-id}/termStores/{store-id}/sets/{set-id}/parentGroup/sets/{set-id1}/children/{term-id}/children/{term-id1}/relations/{relation-id}","v1.0"
"groups.site","DELETE","/groups/{group-id}/sites/{site-id}/termStores/{store-id}/sets/{set-id}/parentGroup/sets/{set-id1}/children/{term-id}/relations/{relation-id}","v1.0"
"groups.site","DELETE","/groups/{group-id}/sites/{site-id}/termStores/{store-id}/sets/{set-id}/parentGroup/sets/{set-id1}/relations/{relation-id}","v1.0"
"groups.site","DELETE","/groups/{group-id}/sites/{site-id}/termStores/{store-id}/sets/{set-id}/parentGroup/sets/{set-id1}/terms/{term-id}","v1.0"
"groups.site","DELETE","/groups/{group-id}/sites/{site-id}/termStores/{store-id}/sets/{set-id}/parentGroup/sets/{set-id1}/terms/{term-id}/children/{term-id1}","v1.0"
"groups.site","DELETE","/groups/{group-id}/sites/{site-id}/termStores/{store-id}/sets/{set-id}/parentGroup/sets/{set-id1}/terms/{term-id}/children/{term-id1}/relations/{relation-id}","v1.0"
"groups.site","DELETE","/groups/{group-id}/sites/{site-id}/termStores/{store-id}/sets/{set-id}/parentGroup/sets/{set-id1}/terms/{term-id}/relations/{relation-id}","v1.0"
"groups.site","DELETE","/groups/{group-id}/sites/{site-id}/termStores/{store-id}/sets/{set-id}/relations/{relation-id}","v1.0"
"groups.site","DELETE","/groups/{group-id}/sites/{site-id}/termStores/{store-id}/sets/{set-id}/terms/{term-id}","v1.0"
"groups.site","DELETE","/groups/{group-id}/sites/{site-id}/termStores/{store-id}/sets/{set-id}/terms/{term-id}/children/{term-id1}","v1.0"
"groups.site","DELETE","/groups/{group-id}/sites/{site-id}/termStores/{store-id}/sets/{set-id}/terms/{term-id}/children/{term-id1}/relations/{relation-id}","v1.0"
"groups.site","DELETE","/groups/{group-id}/sites/{site-id}/termStores/{store-id}/sets/{set-id}/terms/{term-id}/relations/{relation-id}","v1.0"
"groups.site","GET","/groups/{group-id}/sites","beta"
"groups.site","GET","/groups/{group-id}/sites","v1.0"
"groups.site","GET","/groups/{group-id}/sites/{site-id}","beta"
"groups.site","GET","/groups/{group-id}/sites/{site-id}","v1.0"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/analytics","beta"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/analytics","v1.0"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/analytics/allTime","beta"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/analytics/allTime","v1.0"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/analytics/itemActivityStats","beta"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/analytics/itemActivityStats","v1.0"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/analytics/itemActivityStats/{itemActivityStat-id}","beta"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/analytics/itemActivityStats/{itemActivityStat-id}","v1.0"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/analytics/itemActivityStats/{itemActivityStat-id}/activities","beta"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/analytics/itemActivityStats/{itemActivityStat-id}/activities","v1.0"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/analytics/itemActivityStats/{itemActivityStat-id}/activities/{itemActivity-id}","beta"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/analytics/itemActivityStats/{itemActivityStat-id}/activities/{itemActivity-id}","v1.0"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/analytics/lastSevenDays","beta"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/analytics/lastSevenDays","v1.0"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/archive","beta"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/columns","beta"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/columns","v1.0"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/columns/{columnDefinition-id}","beta"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/columns/{columnDefinition-id}","v1.0"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/columns/{columnDefinition-id}/sourceColumn","beta"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/columns/{columnDefinition-id}/sourceColumn","v1.0"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/contentModels","beta"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/contentModels/{contentModel-id}","beta"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/contentModels/{contentModel-id}/addToDrive","beta"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/contentModels/{contentModel-id}/removeFromDrive","beta"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/contentTypes","beta"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/contentTypes","v1.0"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/contentTypes/{contentType-id}","beta"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/contentTypes/{contentType-id}","v1.0"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/contentTypes/{contentType-id}/base","beta"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/contentTypes/{contentType-id}/base","v1.0"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/contentTypes/{contentType-id}/baseTypes","beta"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/contentTypes/{contentType-id}/baseTypes","v1.0"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/contentTypes/{contentType-id}/baseTypes/{contentType-id1}","beta"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/contentTypes/{contentType-id}/baseTypes/{contentType-id1}","v1.0"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/contentTypes/{contentType-id}/columnLinks","beta"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/contentTypes/{contentType-id}/columnLinks","v1.0"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/contentTypes/{contentType-id}/columnLinks/{columnLink-id}","beta"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/contentTypes/{contentType-id}/columnLinks/{columnLink-id}","v1.0"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/contentTypes/{contentType-id}/columnPositions","beta"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/contentTypes/{contentType-id}/columnPositions","v1.0"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/contentTypes/{contentType-id}/columnPositions/{columnDefinition-id}","beta"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/contentTypes/{contentType-id}/columnPositions/{columnDefinition-id}","v1.0"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/contentTypes/{contentType-id}/columns","beta"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/contentTypes/{contentType-id}/columns","v1.0"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/contentTypes/{contentType-id}/columns/{columnDefinition-id}","beta"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/contentTypes/{contentType-id}/columns/{columnDefinition-id}","v1.0"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/contentTypes/{contentType-id}/columns/{columnDefinition-id}/sourceColumn","beta"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/contentTypes/{contentType-id}/columns/{columnDefinition-id}/sourceColumn","v1.0"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/contentTypes/{contentType-id}/copyToDefaultContentLocation","beta"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/contentTypes/{contentType-id}/copyToDefaultContentLocation","v1.0"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/contentTypes/{contentType-id}/unpublish","beta"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/contentTypes/{contentType-id}/unpublish","v1.0"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/contentTypes/addCopyFromContentTypeHub","beta"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/contentTypes/addCopyFromContentTypeHub","v1.0"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/createdByUser","beta"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/createdByUser","v1.0"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/createdByUser/mailboxSettings","beta"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/createdByUser/mailboxSettings","v1.0"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/createdByUser/serviceProvisioningErrors","beta"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/createdByUser/serviceProvisioningErrors","v1.0"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/documentProcessingJobs","beta"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/documentProcessingJobs/{documentProcessingJob-id}","beta"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/drive","beta"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/drive","v1.0"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/drives","beta"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/drives","v1.0"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/drives/{drive-id}","beta"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/drives/{drive-id}","v1.0"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/extensions","beta"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/extensions/{extension-id}","beta"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/externalColumns","beta"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/externalColumns","v1.0"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/externalColumns/{columnDefinition-id}","beta"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/externalColumns/{columnDefinition-id}","v1.0"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/informationProtection","beta"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/informationProtection/bitlocker","beta"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/informationProtection/bitlocker/recoveryKeys","beta"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/informationProtection/bitlocker/recoveryKeys/{bitlockerRecoveryKey-id}","beta"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/informationProtection/dataLossPreventionPolicies","beta"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/informationProtection/dataLossPreventionPolicies/{dataLossPreventionPolicy-id}","beta"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/informationProtection/policy","beta"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/informationProtection/policy/labels","beta"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/informationProtection/policy/labels/{informationProtectionLabel-id}","beta"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/informationProtection/sensitivityLabels","beta"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/informationProtection/sensitivityLabels/{sensitivityLabel-id}","beta"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/informationProtection/sensitivityLabels/{sensitivityLabel-id}/rights","beta"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/informationProtection/sensitivityLabels/{sensitivityLabel-id}/sublabels","beta"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/informationProtection/sensitivityLabels/{sensitivityLabel-id}/sublabels/{sensitivityLabel-id1}","beta"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/informationProtection/sensitivityLabels/{sensitivityLabel-id}/sublabels/{sensitivityLabel-id1}/rights","beta"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/informationProtection/sensitivityLabels/{sensitivityLabel-id}/sublabels/evaluate","beta"
"groups.site","GET","/groups/{group-id}/sites/{site-id}/informationProtection/sensitivityPolicySettings","beta"
