"Permission","Method","Endpoint","ApiVersion"
"admin.configurationManagement","PATCH","/admin/configurationManagement/configurationSnapshots/{configurationBaseline-id}","beta"
"admin.configurationManagement","POST","/admin/configurationManagement/configurationApplications","beta"
"admin.configurationManagement","POST","/admin/configurationManagement/configurationDrifts","beta"
"admin.configurationManagement","POST","/admin/configurationManagement/configurationMonitoringResults","beta"
"admin.configurationManagement","POST","/admin/configurationManagement/configurationMonitors","beta"
"admin.configurationManagement","POST","/admin/configurationManagement/configurationSnapshotJobs","beta"
"admin.configurationManagement","POST","/admin/configurationManagement/configurationSnapshots","beta"
"admin.edge","DELETE","/admin/edge","beta"
"admin.edge","DELETE","/admin/edge","v1.0"
"admin.edge","DELETE","/admin/edge/internetExplorerMode","beta"
"admin.edge","DELETE","/admin/edge/internetExplorerMode","v1.0"
"admin.edge","DELETE","/admin/edge/internetExplorerMode/siteLists/{browserSiteList-id}","beta"
"admin.edge","DELETE","/admin/edge/internetExplorerMode/siteLists/{browserSiteList-id}","v1.0"
"admin.edge","DELETE","/admin/edge/internetExplorerMode/siteLists/{browserSiteList-id}/sharedCookies/{browserSharedCookie-id}","beta"
"admin.edge","DELETE","/admin/edge/internetExplorerMode/siteLists/{browserSiteList-id}/sharedCookies/{browserSharedCookie-id}","v1.0"
"admin.edge","DELETE","/admin/edge/internetExplorerMode/siteLists/{browserSiteList-id}/sites/{browserSite-id}","beta"
"admin.edge","DELETE","/admin/edge/internetExplorerMode/siteLists/{browserSiteList-id}/sites/{browserSite-id}","v1.0"
"admin.edge","GET","/admin/edge","beta"
"admin.edge","GET","/admin/edge","v1.0"
"admin.edge","GET","/admin/edge/internetExplorerMode","beta"
"admin.edge","GET","/admin/edge/internetExplorerMode","v1.0"
"admin.edge","GET","/admin/edge/internetExplorerMode/siteLists","beta"
"admin.edge","GET","/admin/edge/internetExplorerMode/siteLists","v1.0"
"admin.edge","GET","/admin/edge/internetExplorerMode/siteLists/{browserSiteList-id}","beta"
"admin.edge","GET","/admin/edge/internetExplorerMode/siteLists/{browserSiteList-id}","v1.0"
"admin.edge","GET","/admin/edge/internetExplorerMode/siteLists/{browserSiteList-id}/sharedCookies","beta"
"admin.edge","GET","/admin/edge/internetExplorerMode/siteLists/{browserSiteList-id}/sharedCookies","v1.0"
"admin.edge","GET","/admin/edge/internetExplorerMode/siteLists/{browserSiteList-id}/sharedCookies/{browserSharedCookie-id}","beta"
"admin.edge","GET","/admin/edge/internetExplorerMode/siteLists/{browserSiteList-id}/sharedCookies/{browserSharedCookie-id}","v1.0"
"admin.edge","GET","/admin/edge/internetExplorerMode/siteLists/{browserSiteList-id}/sites","beta"
"admin.edge","GET","/admin/edge/internetExplorerMode/siteLists/{browserSiteList-id}/sites","v1.0"
"admin.edge","GET","/admin/edge/internetExplorerMode/siteLists/{browserSiteList-id}/sites/{browserSite-id}","beta"
"admin.edge","GET","/admin/edge/internetExplorerMode/siteLists/{browserSiteList-id}/sites/{browserSite-id}","v1.0"
"admin.edge","PATCH","/admin/edge","beta"
"admin.edge","PATCH","/admin/edge","v1.0"
"admin.edge","PATCH","/admin/edge/internetExplorerMode","beta"
"admin.edge","PATCH","/admin/edge/internetExplorerMode","v1.0"
"admin.edge","PATCH","/admin/edge/internetExplorerMode/siteLists/{browserSiteList-id}","beta"
"admin.edge","PATCH","/admin/edge/internetExplorerMode/siteLists/{browserSiteList-id}","v1.0"
"admin.edge","PATCH","/admin/edge/internetExplorerMode/siteLists/{browserSiteList-id}/sharedCookies/{browserSharedCookie-id}","beta"
"admin.edge","PATCH","/admin/edge/internetExplorerMode/siteLists/{browserSiteList-id}/sharedCookies/{browserSharedCookie-id}","v1.0"
"admin.edge","PATCH","/admin/edge/internetExplorerMode/siteLists/{browserSiteList-id}/sites/{browserSite-id}","beta"
"admin.edge","PATCH","/admin/edge/internetExplorerMode/siteLists/{browserSiteList-id}/sites/{browserSite-id}","v1.0"
"admin.edge","POST","/admin/edge/internetExplorerMode/siteLists","beta"
"admin.edge","POST","/admin/edge/internetExplorerMode/siteLists","v1.0"
"admin.edge","POST","/admin/edge/internetExplorerMode/siteLists/{browserSiteList-id}/publish","beta"
"admin.edge","POST","/admin/edge/internetExplorerMode/siteLists/{browserSiteList-id}/publish","v1.0"
"admin.edge","POST","/admin/edge/internetExplorerMode/siteLists/{browserSiteList-id}/sharedCookies","beta"
"admin.edge","POST","/admin/edge/internetExplorerMode/siteLists/{browserSiteList-id}/sharedCookies","v1.0"
"admin.edge","POST","/admin/edge/internetExplorerMode/siteLists/{browserSiteList-id}/sites","beta"
"admin.edge","POST","/admin/edge/internetExplorerMode/siteLists/{browserSiteList-id}/sites","v1.0"
"admin.entra","DELETE","/admin/entra","beta"
"admin.entra","DELETE","/admin/entra/uxSetting","beta"
"admin.entra","GET","/admin/entra","beta"
"admin.entra","GET","/admin/entra/uxSetting","beta"
"admin.entra","PATCH","/admin/entra","beta"
"admin.entra","PATCH","/admin/entra/uxSetting","beta"
"admin.exchangeAdmin","DELETE","/admin/exchange","beta"
"admin.exchangeAdmin","DELETE","/admin/exchange/mailboxes/{mailbox-id}","beta"
"admin.exchangeAdmin","DELETE","/admin/exchange/messageTraces/{messageTrace-id}","beta"
"admin.exchangeAdmin","DELETE","/admin/exchange/messageTraces/{messageTrace-id}/recipients/{messageRecipient-id}","beta"
"admin.exchangeAdmin","DELETE","/admin/exchange/messageTraces/{messageTrace-id}/recipients/{messageRecipient-id}/events/{messageEvent-id}","beta"
"admin.exchangeAdmin","GET","/admin/exchange","beta"
"admin.exchangeAdmin","GET","/admin/exchange/mailboxes","beta"
"admin.exchangeAdmin","GET","/admin/exchange/mailboxes/{mailbox-id}","beta"
"admin.exchangeAdmin","GET","/admin/exchange/mailboxes/{mailbox-id}/folders","beta"
"admin.exchangeAdmin","GET","/admin/exchange/mailboxes/{mailbox-id}/folders/{mailboxFolder-id}","beta"
"admin.exchangeAdmin","GET","/admin/exchange/mailboxes/{mailbox-id}/folders/{mailboxFolder-id}/childFolders","beta"
"admin.exchangeAdmin","GET","/admin/exchange/mailboxes/{mailbox-id}/folders/{mailboxFolder-id}/childFolders/{mailboxFolder-id1}","beta"
"admin.exchangeAdmin","GET","/admin/exchange/mailboxes/{mailbox-id}/folders/{mailboxFolder-id}/childFolders/{mailboxFolder-id1}/items","beta"
"admin.exchangeAdmin","GET","/admin/exchange/mailboxes/{mailbox-id}/folders/{mailboxFolder-id}/items","beta"
"admin.exchangeAdmin","GET","/admin/exchange/messageTraces","beta"
"admin.exchangeAdmin","GET","/admin/exchange/messageTraces/{messageTrace-id}","beta"
"admin.exchangeAdmin","GET","/admin/exchange/messageTraces/{messageTrace-id}/recipients","beta"
"admin.exchangeAdmin","GET","/admin/exchange/messageTraces/{messageTrace-id}/recipients/{messageRecipient-id}","beta"
"admin.exchangeAdmin","GET","/admin/exchange/messageTraces/{messageTrace-id}/recipients/{messageRecipient-id}/events","beta"
"admin.exchangeAdmin","GET","/admin/exchange/messageTraces/{messageTrace-id}/recipients/{messageRecipient-id}/events/{messageEvent-id}","beta"
"admin.exchangeAdmin","PATCH","/admin/exchange","beta"
"admin.exchangeAdmin","PATCH","/admin/exchange/mailboxes/{mailbox-id}","beta"
"admin.exchangeAdmin","PATCH","/admin/exchange/messageTraces/{messageTrace-id}","beta"
"admin.exchangeAdmin","PATCH","/admin/exchange/messageTraces/{messageTrace-id}/recipients/{messageRecipient-id}","beta"
"admin.exchangeAdmin","PATCH","/admin/exchange/messageTraces/{messageTrace-id}/recipients/{messageRecipient-id}/events/{messageEvent-id}","beta"
"admin.exchangeAdmin","POST","/admin/exchange/mailboxes","beta"
"admin.exchangeAdmin","POST","/admin/exchange/mailboxes/{mailbox-id}/folders/{mailboxFolder-id}/items","beta"
"admin.exchangeAdmin","POST","/admin/exchange/messageTraces","beta"
"admin.exchangeAdmin","POST","/admin/exchange/messageTraces/{messageTrace-id}/recipients","beta"
"admin.exchangeAdmin","POST","/admin/exchange/messageTraces/{messageTrace-id}/recipients/{messageRecipient-id}/events","beta"
"admin.peopleAdminSettings","DELETE","/admin/people","beta"
"admin.peopleAdminSettings","DELETE","/admin/people","v1.0"
"admin.peopleAdminSettings","DELETE","/admin/people/namePronunciation","beta"
"admin.peopleAdminSettings","DELETE","/admin/people/photoUpdateSettings","beta"
"admin.peopleAdminSettings","DELETE","/admin/people/profileCardProperties/{profileCardProperty-id}","beta"
"admin.peopleAdminSettings","DELETE","/admin/people/profileCardProperties/{profileCardProperty-id}","v1.0"
"admin.peopleAdminSettings","DELETE","/admin/people/profilePropertySettings/{profilePropertySetting-id}","beta"
"admin.peopleAdminSettings","DELETE","/admin/people/profileSources/{profileSource-id}","beta"
"admin.peopleAdminSettings","DELETE","/admin/people/pronouns","beta"
"admin.peopleAdminSettings","GET","/admin/people","beta"
"admin.peopleAdminSettings","GET","/admin/people","v1.0"
"admin.peopleAdminSettings","GET","/admin/people/namePronunciation","beta"
"admin.peopleAdminSettings","GET","/admin/people/photoUpdateSettings","beta"
"admin.peopleAdminSettings","GET","/admin/people/profileCardProperties","beta"
"admin.peopleAdminSettings","GET","/admin/people/profileCardProperties","v1.0"
"admin.peopleAdminSettings","GET","/admin/people/profileCardProperties/{profileCardProperty-id}","beta"
"admin.peopleAdminSettings","GET","/admin/people/profileCardProperties/{profileCardProperty-id}","v1.0"
"admin.peopleAdminSettings","GET","/admin/people/profilePropertySettings","beta"
"admin.peopleAdminSettings","GET","/admin/people/profilePropertySettings/{profilePropertySetting-id}","beta"
"admin.peopleAdminSettings","GET","/admin/people/profileSources","beta"
"admin.peopleAdminSettings","GET","/admin/people/profileSources/{profileSource-id}","beta"
"admin.peopleAdminSettings","GET","/admin/people/pronouns","beta"
"admin.peopleAdminSettings","GET","/admin/people/pronouns","v1.0"
"admin.peopleAdminSettings","PATCH","/admin/people","beta"
"admin.peopleAdminSettings","PATCH","/admin/people","v1.0"
"admin.peopleAdminSettings","PATCH","/admin/people/namePronunciation","beta"
"admin.peopleAdminSettings","PATCH","/admin/people/photoUpdateSettings","beta"
"admin.peopleAdminSettings","PATCH","/admin/people/profileCardProperties/{profileCardProperty-id}","beta"
"admin.peopleAdminSettings","PATCH","/admin/people/profileCardProperties/{profileCardProperty-id}","v1.0"
"admin.peopleAdminSettings","PATCH","/admin/people/profilePropertySettings/{profilePropertySetting-id}","beta"
"admin.peopleAdminSettings","PATCH","/admin/people/profileSources/{profileSource-id}","beta"
"admin.peopleAdminSettings","PATCH","/admin/people/pronouns","beta"
"admin.peopleAdminSettings","PATCH","/admin/people/pronouns","v1.0"
"admin.peopleAdminSettings","POST","/admin/people/profileCardProperties","beta"
"admin.peopleAdminSettings","POST","/admin/people/profileCardProperties","v1.0"
"admin.peopleAdminSettings","POST","/admin/people/profilePropertySettings","beta"
"admin.peopleAdminSettings","POST","/admin/people/profileSources","beta"
"admin.serviceAnnouncement","DELETE","/admin/serviceAnnouncement","beta"
"admin.serviceAnnouncement","DELETE","/admin/serviceAnnouncement","v1.0"
"admin.serviceAnnouncement","DELETE","/admin/serviceAnnouncement/healthOverviews/{serviceHealth-id}","beta"
"admin.serviceAnnouncement","DELETE","/admin/serviceAnnouncement/healthOverviews/{serviceHealth-id}","v1.0"
"admin.serviceAnnouncement","DELETE","/admin/serviceAnnouncement/healthOverviews/{serviceHealth-id}/issues","beta"
"admin.serviceAnnouncement","DELETE","/admin/serviceAnnouncement/healthOverviews/{serviceHealth-id}/issues","v1.0"
"admin.serviceAnnouncement","DELETE","/admin/serviceAnnouncement/issues","beta"
"admin.serviceAnnouncement","DELETE","/admin/serviceAnnouncement/issues","v1.0"
"admin.serviceAnnouncement","DELETE","/admin/serviceAnnouncement/messages/{serviceUpdateMessage-id}","beta"
"admin.serviceAnnouncement","DELETE","/admin/serviceAnnouncement/messages/{serviceUpdateMessage-id}","v1.0"
"admin.serviceAnnouncement","DELETE","/admin/serviceAnnouncement/messages/{serviceUpdateMessage-id}/attachments/{serviceAnnouncementAttachment-id}","beta"
"admin.serviceAnnouncement","DELETE","/admin/serviceAnnouncement/messages/{serviceUpdateMessage-id}/attachments/{serviceAnnouncementAttachment-id}","v1.0"
"admin.serviceAnnouncement","DELETE","/admin/serviceAnnouncement/messages/{serviceUpdateMessage-id}/attachments/{serviceAnnouncementAttachment-id}/content","beta"
"admin.serviceAnnouncement","DELETE","/admin/serviceAnnouncement/messages/{serviceUpdateMessage-id}/attachments/{serviceAnnouncementAttachment-id}/content","v1.0"
"admin.serviceAnnouncement","DELETE","/admin/serviceAnnouncement/messages/{serviceUpdateMessage-id}/attachmentsArchive","beta"
"admin.serviceAnnouncement","DELETE","/admin/serviceAnnouncement/messages/{serviceUpdateMessage-id}/attachmentsArchive","v1.0"
"admin.serviceAnnouncement","GET","/admin/serviceAnnouncement","beta"
"admin.serviceAnnouncement","GET","/admin/serviceAnnouncement","v1.0"
"admin.serviceAnnouncement","GET","/admin/serviceAnnouncement/healthOverviews","beta"
"admin.serviceAnnouncement","GET","/admin/serviceAnnouncement/healthOverviews","v1.0"
"admin.serviceAnnouncement","GET","/admin/serviceAnnouncement/healthOverviews/{serviceHealth-id}","beta"
"admin.serviceAnnouncement","GET","/admin/serviceAnnouncement/healthOverviews/{serviceHealth-id}","v1.0"
"admin.serviceAnnouncement","GET","/admin/serviceAnnouncement/healthOverviews/{serviceHealth-id}/issues","beta"
"admin.serviceAnnouncement","GET","/admin/serviceAnnouncement/healthOverviews/{serviceHealth-id}/issues","v1.0"
"admin.serviceAnnouncement","GET","/admin/serviceAnnouncement/issues","beta"
"admin.serviceAnnouncement","GET","/admin/serviceAnnouncement/issues","v1.0"
"admin.serviceAnnouncement","GET","/admin/serviceAnnouncement/messages","beta"
"admin.serviceAnnouncement","GET","/admin/serviceAnnouncement/messages","v1.0"
"admin.serviceAnnouncement","GET","/admin/serviceAnnouncement/messages/{serviceUpdateMessage-id}","beta"
"admin.serviceAnnouncement","GET","/admin/serviceAnnouncement/messages/{serviceUpdateMessage-id}","v1.0"
"admin.serviceAnnouncement","GET","/admin/serviceAnnouncement/messages/{serviceUpdateMessage-id}/attachments","beta"
"admin.serviceAnnouncement","GET","/admin/serviceAnnouncement/messages/{serviceUpdateMessage-id}/attachments","v1.0"
"admin.serviceAnnouncement","GET","/admin/serviceAnnouncement/messages/{serviceUpdateMessage-id}/attachments/{serviceAnnouncementAttachment-id}","beta"
